"","name","releasedate"
"7621","Pooja Ke Phool","1964"
"7622","Poonam","1981"
"7623","Poonam","1952"
"7624","Poonam Ka Chand","1967"
"7625","Poonam Ki Raat","1999"
"7626","Poonam Ki Raat","1965"
"7627","Poonji","1943"
"7628","Poorna","2017"
"7629","Popcorn Khao Mast Ho Jao","1959"
"7630","Positive","1933"
"7631","Post Box 999","1958"
"7632","Poster Boys","2017"
"7633","Postman","1938"
"7634","Power","2016"
"7635","Power Cut","2012"
"7636","Prabhat","1941"
"7637","Prabhat","1973"
"7638","Prabhu Dheva <U+0096> Sooraj Pancholi<U+0092>s Next","2017"
"7639","Prabhu Ki Maya","1955"
"7640","Prachin Kaam Sutra","2003"
"7641","Prague","2013"
"7642","Prahaar","1991"
"7643","Prakash Electronics","2017"
"7644","Pran Jaye Par Shaan Na Jaye","2003"
"7645","Pran Jaye Par Vachan Na Jaye","1974"
"7646","Pranali","2008"
"7647","Pranam Walekum","2012"
"7648","Prarambh <U+0096> The Beginning","2004"
"7649","Prarambha","2007"
"7650","Prarthana","1970"
"7651","Prarthana","1943"
"7652","Prateeksha","2011"
"7653","Prateeksha","1993"
"7654","Pratha","2002"
"7655","Pratibandh","1990"
"7656","Pratibha","1937"
"7657","Pratibha","1984"
"7658","Pratidwand","2007"
"7659","Pratighat","1999"
"7660","Pratigya","1975"
"7661","Pratigya","1943"
"7662","Pratigya","2011"
"7663","Pratigyabadh","1991"
"7664","Pratikaar","1991"
"7665","Pratima","1936"
"7666","Pratima","1945"
"7667","Pratima Aur Payal","1990"
"7668","Pratishod","1980"
"7669","Pratishodh","1996"
"7670","Pravesh Nishedh","2009"
"7671","Prayashchit","2009"
"7672","Preet","1945"
"7673","Preet Ka Geet","1950"
"7674","Preet Ki Dori","1971"
"7675","Preet Ki Reet","1935"
"7676","Preet Na Jane Reet","1984"
"7677","Preet Na Jane Reet","1966"
"7678","Preetam","1971"
"7679","Preeti","1986"
"7680","Prem","1995"
"7681","Prem Aggan","1998"
"7682","Prem Bandhan","2003"
"7683","Prem Bandhan","1936"
"7684","Prem Deewane","1992"
"7685","Prem Geet","1981"
"7686","Prem Granth","1996"
"7687","Prem Jaal","1962"
"7688","Prem Ka Nasha","1992"
"7689","Prem Kaa Game","2010"
"7690","Prem Kahani","1937"
"7691","Prem Kahani","1975"
"7692","Prem Ki Aag","1936"
"7693","Prem Ki Devi","1936"
"7694","Prem Ki Duniya","1986"
"7695","Prem Ki Ganga","1972"
"7696","Prem Ki Jyoti","1938"
"7697","Prem Ki Pyasi","2007"
"7698","Prem Ki Ragini","1935"
"7699","Prem Lakshya","1936"
"7700","Prem Mayee","2012"
"7701","Prem Nagar","1974"
"7702","Prem Nagar","1940"
"7703","Prem Parbat","1989"
"7704","Prem Pariksha","1934"
"7705","Prem Patra","1962"
"7706","Prem Pratigya","1989"
"7707","Prem Pujari","1970"
"7708","Prem Pujari","1935"
"7709","Prem Qaidi","1991"
"7710","Prem Ratan Dhan Payo","2015"
"7711","Prem Ratri","1936"
"7712","Prem Rog","1982"
"7713","Prem Sagar","1939"
"7714","Prem Samadhi","1938"
"7715","Prem Sandesh","1988"
"7716","Prem Sangeet","1943"
"7717","Prem Shakti","1994"
"7718","Prem Shastra","1999"
"7719","Prem Shastra","1974"
"7720","Prem Sutra","2005"
"7721","Prem Tapasya","2003"
"7722","Prem Tapasya","1983"
"7723","Prem Vivah","1979"
"7724","Prem Yatra","1937"
"7725","Prem Yog","1994"
"7726","Premika","1980"
"7727","Premras","1975"
"7728","Prerna","1984"
"7729","President","1937"
"7730","Pret Atma","2009"
"7731","Prince","1969"
"7732","Prince","2010"
"7733","Prince No.1","1934"
"7734","Princess Saba","1958"
"7735","Prisoner Of Golkunda","1954"
"7736","Pritam","1942"
"7737","Prithipal Singh<U+0085> A Story","2015"
"7738","Prithvi","1997"
"7739","Prithvi Putra","1992"
"7740","Prithvi Vallabh","1943"
"7741","Prithviraj Chauhan","2008"
"7742","Prithviraj Sayogita","1933"
"7743","Prithviraj Sayogita","1946"
"7744","Private Ditective","1962"
"7745","Private Life","1983"
"7746","Private Secretary","1962"
"7747","Private Teacher","2016"
"7748","Priya","1970"
"7749","Priya","2008"
"7750","Priyanka","1995"
"7751","Priyatma","1998"
"7752","Problem Mein Phas Gaya Yaar","2010"
"7753","Professar Ki Padosan","1994"
"7754","Professor","1962"
"7755","Professor Aur Jadugar","1967"
"7756","Professor Pyarelal","1981"
"7757","Professor Waman M S C","1938"
"7758","Professor X","1966"
"7759","Project 11","2011"
"7760","Project 18","2011"
"7761","Project Marathwada","2016"
"7762","Promise Dad","2015"
"7763","Provoked","2007"
"7764","Pucca Badamash","1939"
"7765","Pudhu Kavithai","1982"
"7766","Pugree","1948"
"7767","Puja Aur Payal","1980"
"7768","Pujari","1961"
"7769","Pujarin","1970"
"7770","Pujarin","1936"
"7771","Pujarini","1935"
"7772","Pukar","1983"
"7773","Pukar","1939"
"7774","Pukar","2000"
"7775","Pul","2009"
"7776","Puli","2015"
"7777","Punar Milan","1939"
"7778","Punar Milan","1966"
"7779","Punarjanam","1938"
"7780","Punjab Ka Sinha","1936"
"7781","Punjab Lancers","1937"
"7782","Punjab Mail","1939"
"7783","Punnaram Cholli Cholli","1985"
"7784","Purab Aur Paschim","2006"
"7785","Purab Aur Pashcim","1971"
"7786","Purab Ki Awaz","2016"
"7787","Puran Bhagat","1933"
"7788","Purana Mandir","1984"
"7789","Purani Haveli","1989"
"7790","Purani Jeans","2014"
"7791","Purani Kabar","1998"
"7792","Purani Pehchan","1971"
"7793","Puraskaar","1970"
"7794","Purna Satya","1975"
"7795","Purnima","1938"
"7796","Purnima","1965"
"7797","Purush","1992"
"7798","Pushpak","1988"
"7799","Pushpanjali","1970"
"7800","Putli","1950"
"7801","Putlibai","1999"
"7802","Putlibai","1972"
"7803","Pyaar Diwana Hota Hai","2002"
"7804","Pyaar Impossible","2010"
"7805","Pyaar Ishq Aur Mohabbat","2001"
"7806","Pyaar Ka Devata","1990"
"7807","Pyaar Ka Punchnama","2011"
"7808","Pyaar Ka Punchnama 2","2015"
"7809","Pyaar Ka Saya","1970"
"7810","Pyaar Kaa Fundaa","2011"
"7811","Pyaar Ke Rang Hazaar","2009"
"7812","Pyaar Ke Side Effects","2006"
"7813","Pyaar Ki Miss Call","2015"
"7814","Pyaar Ki Talaash","1957"
"7815","Pyaar Kiya Nahin Jaata","2003"
"7816","Pyaar Koi Khel Nahin","1999"
"7817","Pyaar Mein Aisa Hota Hai","2013"
"7818","Pyaar Mein Kabhi Kabhi","1999"
"7819","Pyaar Mein Twist","2005"
"7820","Pyaar Tune Kya Kiya","2001"
"7821","Pyaar Zindagi Hai","2005"
"7822","Pyaara Tarana","1982"
"7823","Pyaas","1983"
"7824","Pyaasa","1957"
"7825","Pyaasa","2002"
"7826","Pyaasa Sawan","1981"
"7827","Pyaasi Aankhe","2002"
"7828","Pyaasi Ankhen","1984"
"7829","Pyaasi Bhootni","2004"
"7830","Pyaasi Nagin","2004"
"7831","Pyaasi Premika","1964"
"7832","Pyar","1950"
"7833","Pyar","1970"
"7834","Pyar","1940"
"7835","Pyar Bhara Dil","1991"
"7836","Pyar Bina Jag Soona","1985"
"7837","Pyar Diwana","1988"
"7838","Pyar Diwana Hota Hai","1992"
"7839","Pyar Hi Pyar","1969"
"7840","Pyar Ho Gaya","1986"
"7841","Pyar Hua Chori Chori","1991"
"7842","Pyar Jhukta Nahin","1985"
"7843","Pyar Ka Anubhav","1951"
"7844","Pyar Ka Bandhan","1951"
"7845","Pyar Ka Devta","1991"
"7846","Pyar Ka Jalwa","2013"
"7847","Pyar Ka Josh","1976"
"7848","Pyar Ka Karz","1990"
"7849","Pyar Ka Live Show","2014"
"7850","Pyar Ka Mandir","1988"
"7851","Pyar Ka Mausam","1971"
"7852","Pyar Ka Pahla Sawan","1989"
"7853","Pyar Ka Rishta","2000"
"7854","Pyar Ka Rog","1994"
"7855","Pyar Ka Sagar","1961"
"7856","Pyar Ka Sapna","1969"
"7857","Pyar Ka Sawan","1991"
"7858","Pyar Ka Sindoor","1986"
"7859","Pyar Ka Tarana","1993"
"7860","Pyar Ka Toofan","1990"
"7861","Pyar Karenewale Kabhi Kam Na Honge","1995"
"7862","Pyar Karke Dekho","1987"
"7863","Pyar Ke Do Char Din","1958"
"7864","Pyar Ke Do Pal","1986"
"7865","Pyar Ke Kabil","1987"
"7866","Pyar Ke Naam Qurban","1990"
"7867","Pyar Ke Rahi","1982"
"7868","Pyar Ki Baaten","1971"
"7869","Pyar Ki Baazi","1967"
"7870","Pyar Ki Dastan","1952"
"7871","Pyar Ki Dhun","1949"
"7872","Pyar Ki Jeet","1948"
"7873","Pyar Ki Jeet","1987"
"7874","Pyar Ki Jeet","1962"
"7875","Pyar Ki Kahani","1971"
"7876","Pyar Ki Maar","1935"
"7877","Pyar Ki Manzil","1950"
"7878","Pyar Ki Pyas","1961"
"7879","Pyar Ki Raat","1949"
"7880","Pyar Ki Rahen","1959"
"7881","Pyar Ki Umang","1968"
"7882","Pyar Ki Umang","2000"
"7883","Pyar Kiya Hai Pyar Karenge","1957"
"7884","Pyar Kiya To Darna Kya","1963"
"7885","Pyar Kiya To Darna Kya","1998"
"7886","Pyar Kiye Ja","1966"
"7887","Pyar Mein Sauda Nahin","1982"
"7888","Pyar Mohabbat","1988"
"7889","Pyar Mohabbat","1966"
"7890","Pyar Paap Nahin","1988"
"7891","Pyar To Hona Hi Tha","1998"
"7892","Pyara Dost","1982"
"7893","Pyara Dushman","1980"
"7894","Pyara Dushman","1955"
"7895","Pyare Mohan","2006"
"7896","Pyari Behna","1985"
"7897","Pyari Bhabhi","2003"
"7898","Pyas","1970"
"7899","Pyas","1941"
"7900","Pyas","1983"
"7901","Pyasa","1936"
"7902","Pyasa Dil","1974"
"7903","Pyasa Dil","1983"
"7904","Pyasa Haiwan","1979"
"7905","Pyasa Jism","2003"
"7906","Pyasa Shaitan","1995"
"7907","Pyasa Shaitan","1984"
"7908","Pyase Nain","1954"
"7909","Pyase Panchhi","1961"
"7910","Pyasi","2003"
"7911","Pyasi Aatma","1998"
"7912","Pyasi Atma","1988"
"7913","Pyasi Chandni","2003"
"7914","Pyasi Nadi","1973"
"7915","Pyasi Nigahen","1990"
"7916","Pyasi Sham","1969"
"7917","Qahar","1997"
"7918","Qaid","1975"
"7919","Qaid Mein Hai Bulbul","1991"
"7920","Qaidi","2002"
"7921","Qaidi","1957"
"7922","Qaidi","1984"
"7923","Qaidi Band","2017"
"7924","Qasam Se Qasam Se","2012"
"7925","Qatil","1970"
"7926","Qatil","1961"
"7927","Qatil","1944"
"7928","Qatil","1988"
"7929","Qatil Aur Ashiq","1981"
"7930","Qatil Chandalini","1999"
"7931","Qatil Chudail","1935"
"7932","Qatil Haseeno Ka","1986"
"7933","Qatl","1986"
"7934","Qatl-e-Aam","2005"
"7935","Qawwali Ki Raat","1990"
"7936","Qayamat","1983"
"7937","R<U+0085> Rajkumar","2013"
"7938","R.D.","2012"
"7939","Ra.One","2011"
"7940","Raabta","2017"
"7941","Raag Desh","2017"
"7942","Raag Rang","2002"
"7943","Raagini","1958"
"7944","Raahi","1987"
"7945","Raahi","1953"
"7946","Raahi Badal Gaye","1985"
"7947","Raaja Paarvai","1981"
"7948","Raajadhi Raaja","1980"
"7949","Raajneeti","2010"
"7950","Raajneeti 2","2015"
"7951","Raaka","1965"
"7952","Raakh","1989"
"7953","Raakh","2016"
"7954","Raakhi Aur Rifle","1976"
"7955","Raanjhanaa","2013"
"7956","Raat","1992"
"7957","Raat Andheri Thi","1967"
"7958","Raat Aur Din","1967"
"7959","Raat Gayi, Baat Gayi?","2009"
"7960","Raat Ka Darinda","1949"
"7961","Raat Ke Andhere Mein","1969"
"7962","Raat Ke Andhere Mein","1987"
"7963","Raat Ke Gunaah","1994"
"7964","Raat Ke Rahi","1959"
"7965","Raat Ke Saudagar","2002"
"7966","Raat Ki Baat","1953"
"7967","Raat Ki Baat","1935"
"7968","Raat Ki Rani","1935"
"7969","Raat Rani","1993"
"7970","Raavan","2010"
"7971","Raavan","1984"
"7972","Raaz","1949"
"7973","Raaz","1981"
"7974","Raaz","1967"
"7975","Raaz","2002"
"7976","Raaz <U+0096> The Mystery Continues","2009"
"7977","Raaz 3","2012"
"7978","Raaz Reboot","2016"
"7979","Raaz-E-Sheitaan","2017"
"7980","Raazi","2018"
"7981","Rab Ne Bana Di Jodi","2008"
"7982","Rabba Main Kya Karoon","2013"
"7983","Race","2008"
"7984","Race 2","2013"
"7985","Race 3","2014"
"7986","Rachna","1983"
"7987","Radha Aur Sita","1997"
"7988","Radha Ka Sangam","1992"
"7989","Radha Krishna","1954"
"7990","Radha Krishna","1967"
"7991","Radha Rani","1932"
"7992","Radheshyam Seetaram","1999"
"7993","Radhey Shyam","1932"
"7994","Radhika","1941"
"7995","Radio","2009"
"7996","Raees","1948"
"7997","Raees","2017"
"7998","Raeeszada","1976"
"7999","Raeeszada","1991"
"8000","Rafoo Chakkar","1975"
"8001","Rafoo Chakkar-Fun on the Run","2008"
"8002","Rafta Rafta <U+0096> The Speed","2006"
"8003","Raftaar","2009"
"8004","Raftar","1955"
"8005","Raghu More <U+0096> Bachelor of Hearts","2003"
"8006","Raghu Romeo","2004"
"8007","Raghuveer","1995"
"8008","Ragini","1945"
"8009","Ragini MMS","2011"
"8010","Ragini MMS <U+0096> 2","2014"
"8011","Rahasya","2015"
"8012","Rahasya <U+0096> The Suspense","2009"
"8013","Rahat","1984"
"8014","Rahe Chardi Kala Punjab Di","2012"
"8015","Rahemdil Jallad","1985"
"8016","Rahgeer","1943"
"8017","Rahgeer","1969"
"8018","Rahnuma","1948"
"8019","Rahu Ketu","1964"
"8020","Rahul","1964"
"8021","Rahul","2001"
"8022","Rai","2016"
"8023","Raiders Of The Rail Road","1936"
"8024","Rail Ka Dibba","1953"
"8025","Railway Platform","1955"
"8026","Rain","2005"
"8027","Raincoat","2004"
"8028","Raisaheb","1942"
"8029","Raita","2017"
"8030","Raj Darbar","1955"
"8031","Raj Drohi","1995"
"8032","Raj Dulari","1936"
"8033","Raj Kanya","1955"
"8034","Raj Laxmi","1945"
"8035","Raj Mahal","1982"
"8036","Raj Mahal","1964"
"8037","Raj Mukut","1950"
"8038","Raj Nandini","1962"
"8039","Raj Nartaki","1941"
"8040","Raj Natee","1936"
"8041","Raj Pratigya","1958"
"8042","Raj Ramani","1936"
"8043","Raj Rani","1950"
"8044","Raj Rani Meera","2008"
"8045","Raj Ratan","1953"
"8046","Raj Sinhasan","1958"
"8047","Raj Tarang","1935"
"8048","Raj Tilak","1958"
"8049","Raj Tilak","1984"
"8050","Raja","1995"
"8051","Raja","1963"
"8052","Raja","1943"
"8053","Raja","1975"
"8054","Raja Aur Rana","1984"
"8055","Raja Aur Rank","1968"
"8056","Raja Babu","1994"
"8057","Raja Bhai Lagey Raho","2005"
"8058","Raja Bhaiya","2003"
"8059","Raja Chinna Roja","1989"
"8060","Raja Gopichand","1938"
"8061","Raja Gopichand","2007"
"8062","Raja Harishchandra","2009"
"8063","Raja Harishchandra","1980"
"8064","Raja Hindustani","1982"
"8065","Raja Jani","1970"
"8066","Raja Kaka","1974"
"8067","Raja Ki Aayegi Baaraat","2009"
"8068","Raja Ko Rani Se Pyar Ho Gaya","2000"
"8069","Raja Natwarlal","2014"
"8070","Raja Rani","1973"
"8071","Raja Rani","1942"
"8072","Raja Rani Ko Chahiye Pasina","1955"
"8073","Raja Saab","1969"
"8074","Raja Thakur","2006"
"8075","Raja Vikram","1957"
"8076","Rajaji","1999"
"8077","Rajan Naik","2012"
"8078","Rajdhani","1956"
"8079","Rajdhani Express","2013"
"8080","Rajdhani Express","1972"
"8081","Rajdrohi","2007"
"8082","Rajdulara","1988"
"8083","Rajhath","1956"
"8084","Rajjo","2013"
"8085","Rajkumar","1964"
"8086","Rajkumar","1996"
"8087","Rajkumari","1938"
"8088","Rajkumari","1955"
"8089","Rajmahal","1953"
"8090","Rajmukut","1950"
"8091","Rajmukut","1935"
"8092","Rajnigandha","1974"
"8093","Rajput","1982"
"8094","Rajput","1951"
"8095","Rajput Ramani","1936"
"8096","Rajputani","1996"
"8097","Rajrani Meera","1933"
"8098","Raju","1967"
"8099","Raju Ban Gaya Gentlemen","1992"
"8100","Raju Chacha","2000"
"8101","Raju Dada","1992"
"8102","Rajyogi Bharthary","1954"
"8103","Rakh Aur Chingari","1982"
"8104","Rakhail <U+0096> The Mistress","2003"
"8105","Rakhail No. 1","1952"
"8106","Rakhi","1962"
"8107","Rakhi Aur Hathkadi","1972"
"8108","Rakhi Aur Rifle","1976"
"8109","Rakhi Ki Saugandh","1979"
"8110","Rakhi Rakhi","1972"
"8111","Rakht","2001"
"8112","Rakht Charitra <U+0096> 2","2010"
"8113","Rakht Charitra <U+0096> I","2010"
"8114","Rakht Dhaar","2015"
"8115","Rakhtbeej","2012"
"8116","Rakhwala","1971"
"8117","Rakhwala","1989"
"8118","Rakhwale","1994"
"8119","Rakkuyilin Rajassadasil","1986"
"8120","Raksha","1981"
"8121","Raksha Bandhan","1976"
"8122","Raksha Bandhan","1984"
"8123","Rakshak","1996"
"8124","Ram Aur Shyam","1996"
"8125","Ram Aur Shyam","1967"
"8126","Ram Avtar","1988"
"8127","Ram Balram","1980"
"8128","Ram Balram Aur Ramkali","2005"
"8129","Ram Bhakt Hanuman","1969"
"8130","Ram Bhakta Vibhishan","1958"
"8131","Ram Bharose","1977"
"8132","Ram Bharose","1951"
"8133","Ram Darshan","1950"
"8134","Ram Gopal Varma Ki Aag","2007"
"8135","Ram Hanumana Yudha","1957"
"8136","Ram Jaane","1995"
"8137","Ram Janma","1951"
"8138","Ram Kasam","1972"
"8139","Ram Ki Ganga","1984"
"8140","Ram Lakhan","2015"
"8141","Ram Lakhan","1989"
"8142","Ram Laxman","1957"
"8143","Ram Leela","1962"
"8144","Ram Milai Jodi","1986"
"8145","Ram Nagari","1982"
"8146","Ram Navami","1956"
"8147","Ram Pratigya","1949"
"8148","Ram Rajya","1943"
"8149","Ram Rajya","1967"
"8150","Ram Robert Rahim","1980"
"8151","Ram Shastra","1995"
"8152","Ram Tera Desh","1986"
"8153","Ram Tere Kitne Naam","1985"
"8154","Ram Teri Ganga Maili","1985"
"8155","Ram Vilas","1932"
"8156","Ram Vivah","1949"
"8157","Rama Lakshman","1981"
"8158","Rama O Rama","1988"
"8159","Rama Rama Kya Hai Dramaaa","2008"
"8160","Ramaa <U+0096> The Saviour","2010"
"8161","Ramachandra Puroshattam Joshi","2009"
"8162","Ramad","2017"
"8163","Ramaiya Vastavaiya","2013"
"8164","Raman Raghav 2.0","2016"
"8165","Ramayan","1943"
"8166","Ramayan","1960"
"8167","Ramayan","1933"
"8168","Ramayana <U+0096> The Epic","2010"
"8169","Ramayani","1945"
"8170","Rambaan","1948"
"8171","Rambha Rani","1933"
"8172","Rambhajjan Zindabaad","2015"
"8173","Rambo","2017"
"8174","Ramchand Pakistani","2008"
"8175","Ramesh Sippy <U+0096> Rohit Shetty film","2010"
"8176","Ramgarh Ke Sholey","1991"
"8177","Ramgarh Ki Ramkali","2001"
"8178","Rami Dhoban","1953"
"8179","Ramji Londonwaley","2005"
"8180","Ramkali","1985"
"8181","Rampur Ka Laxman","1972"
"8182","Ramratan","2017"
"8183","Ramu Dada","1961"
"8184","Ramu Ustad","1971"
"8185","Ramwati","1991"
"8186","Ran Sangram","1939"
"8187","Rana","2015"
"8188","Ranbanka","2015"
"8189","Ranbhoomi","1991"
"8190","Ranchandi","1934"
"8191","Ranchi Dairies","2016"
"8192","Ranee","1943"
"8193","Rang","1993"
"8194","Rang Birangi","1983"
"8195","Rang De Basanti","2006"
"8196","Rang Mahal","1948"
"8197","Rang Rasiya / Colors of Passion","2014"
"8198","Ranga","1982"
"8199","Ranga Aur Raja","1977"
"8200","Ranga Khush","1975"
"8201","Rangbaaz","1996"
"8202","Rangeela","1995"
"8203","Rangeela","1953"
"8204","Rangeela Raja","1960"
"8205","Rangeeli","1952"
"8206","Rangeen Kahani","1947"
"8207","Rangeen Raaten","1956"
"8208","Rangeen Zamana","1948"
"8209","Rangila Jawan","1940"
"8210","Rangila Mazdoor","1938"
"8211","Rangila Musafir","1950"
"8212","Rangila Nawab","1935"
"8213","Rangila Rajasthan","1949"
"8214","Rangila Rajput","1933"
"8215","Rangila Ratan","1976"
"8216","Rangile Dost","1944"
"8217","Rangoli","1962"
"8218","Rangoon","2017"
"8219","Rangrezz","2013"
"8220","Rani","1952"
"8221","Rani Aur Jani","1973"
"8222","Rani Aur Lal Pari","1975"
"8223","Rani Aur Maharani","1993"
"8224","Rani Laxmibai","2015"
"8225","Rani Mera Naam","2000"
"8226","Rani Mera Naam","1972"
"8227","Rani Roopmati","1957"
"8228","Rani Sahiba","1940"
"8229","Raniththeni","1982"
"8230","Rann","2010"
"8231","Ranuva Veeran","1981"
"8232","Ranviir The Marshal","2015"
"8233","Rao Saheb","1986"
"8234","Rape","2009"
"8235","Raqeeb","2007"
"8236","Raqt <U+0096> Ek Rishta","2013"
"8237","Rascals","2011"
"8238","Rashida","1935"
"8239","Rashk E Laila","1934"
"8240","Rashtraveer Shivaji","1963"
"8241","Rasik Balma","2016"
"8242","Rasili","1946"
"8243","Rasta","1947"
"8244","Rasta Pyar Ka","2010"
"8245","Raste Aur Manzil","1974"
"8246","Raste Aur Rishte","1983"
"8247","Raste Ka Pattar","1972"
"8248","Raste Pyar Ke","1982"
"8249","Ratan","1943"
"8250","Ratan Deep","1979"
"8251","Ratan Deep","1952"
"8252","Ratan Manjari","1935"
"8253","Ratna Ghar","1955"
"8254","Ratna Lutari","1939"
"8255","Ratna Manjari","1955"
"8256","Ratnavali","1945"
"8257","Raton Ka Raja","1970"
"8258","Ratra Aarambh","1999"
"8259","Raunaq","1944"
"8260","Ravan Raaj","1995"
"8261","Ravi Kissen","2006"
"8262","Razia Sultan","1983"
"8263","Razia Sultana","1963"
"8264","Ready","2011"
"8265","Rebellious Flower","2016"
"8266","Red","2007"
"8267","Red","2016"
"8268","Red Alert <U+0096> The War Within","2010"
"8269","Red Rose","1980"
"8270","Red Signal","1941"
"8271","Red Swastik","2007"
"8272","Redlight","2012"
"8273","Redrum <U+0096> A Tale Of Murder","2017"
"8274","Reejhan","2011"
"8275","Refugee","2000"
"8276","Refugee","1948"
"8277","Registan Ki Rani","1935"
"8278","Rehana","1946"
"8279","Rehguzar","2006"
"8280","Rehnaa Hai Terre Dil Mein","2001"
"8281","Rekha","1943"
"8282","Reliance Entertainment<U+0092>s Next","2015"
"8283","Remake Of Mee Shivajiraje Bhosle Boltoy","2015"
"8284","Remake Of Shikshanacha Aaicha Gho","2015"
"8285","Remo (Tamil)","2016"
"8286","Renguzar","1982"
"8287","Renuka","1947"
"8288","Reporter","1946"
"8289","Reporter Raju","1962"
"8290","Resham","1952"
"8291","Resham Ki Dori","1974"
"8292","Reshma","1995"
"8293","Reshma Aur Shera","1971"
"8294","Reshma Aur Sultan","2002"
"8295","Reshmi Rumal","1961"
"8296","Reshmi Sari","1940"
"8297","Resident Evil: The Final Chapter (English)","2017"
"8298","Restaurant","2007"
"8299","Ret Mahal","1949"
"8300","Retake <U+0096> Phir Ek Baar","2006"
"8301","Return Gift","2015"
"8302","Return Of Gadar","2002"
"8303","Return of Hanuman","2007"
"8304","Return Of Jewel Thief","1996"
"8305","Return Of Johnny","1972"
"8306","Return Of Superman","1960"
"8307","Return Of Toofan Mail","1942"
"8308","Revati","2005"
"8309","Revolution 2020","2015"
"8310","Revolver Rani","2014"
"8311","Rhythm","2016"
"8312","Ricky","1986"
"8313","Riding Hero","1951"
"8314","Rifle Girl","1958"
"8315","Rifle Girl","1938"
"8316","Right Yaaa Wrong","2010"
"8317","Rihaee","1990"
"8318","Rikshawala","1938"
"8319","Rikshawala","1973"
"8320","Rikshawala","1960"
"8321","Rim Jhim","1949"
"8322","Rimjhim Geeton Ki","1986"
"8323","Rings (English)","2017"
"8324","Rise","1939"
"8325","Rise Of The Zombie","2013"
"8326","Rishta","1954"
"8327","Rishta Kagaz Ka","1983"
"8328","Rishte Naate","1965"
"8329","Rishtey","2002"
"8330","Rishton Ki Machine","2008"
"8331","Rishton Ki Saanjh","2017"
"8332","Risk","2007"
"8333","Rita","2009"
"8334","Ritesh Batra<U+0092>s Next","2016"
"8335","Rivaaj","1947"
"8336","Rivaaj","1972"
"8337","Rivaaz","2011"
"8338","Riwayat","2012"
"8339","Riyasat","1953"
"8340","Riyasat","2014"
"8341","Road","2002"
"8342","Road No. 303","1963"
"8343","Road to Sangam","2011"
"8344","Road To Sikkim","1969"
"8345","Road, Movie","2010"
"8346","Roadside Romeo","2008"
"8347","Roar <U+0096> Tigers Of The Sunderbans","2014"
"8348","Robin Hood Ke Potte","2015"
"8349","Robot","2010"
"8350","Rock Dancer","1995"
"8351","Rock Of Ages","2012"
"8352","Rock On!!","2008"
"8353","Rock On!! 2","2016"
"8354","Rock The Shaadi","2012"
"8355","Rock<U+0092>in Love","2012"
"8356","Rocket Girl","1963"
"8357","Rocket Singh <U+0096> Salesman Of The Year","2009"
"8358","Rocket Tarzan","1963"
"8359","Rockford","1999"
"8360","Rockin<U+0092> Meera","2006"
"8361","Rockstar","2011"
"8362","Rocky","1981"
"8363","Rocky <U+0096> The Rebel","2006"
"8364","Rocky Handsome","2016"
"8365","Rocky Mera Naam","1973"
"8366","Rog","2005"
"8367","Rogue One: A Star Wars Story","2016"
"8368","Roja","1992"
"8369","Rok Sako To Rok Lo","2004"
"8370","Rokda","2009"
"8371","Rokkk","2010"
"8372","Roll Sound Camera Action (RSCA)","2015"
"8373","Romance","1983"
"8374","Romantic India","1936"
"8375","Romantic Prince","1931"
"8376","Romeo Akbar Walter","2017"
"8377","Romeo Juliet","1948"
"8378","Romeo N Bullet","2017"
"8379","Rooh","2010"
"8380","Roohani Taaqat","1991"
"8381","Roohi","1981"
"8382","Room <U+0096> The Mystery","2014"
"8383","Room No. 9","1946"
"8384","Room No.17","1961"
"8385","Roomal","1949"
"8386","Roop Basant","1949"
"8387","Roop Basant","1955"
"8388","Roop Basant","1933"
"8389","Roop Kahani","1950"
"8390","Roop Ki Rani Choron Ka Raja","1993"
"8391","Roop Ki Rani Choron Ka Raja","1962"
"8392","Roop Kumari","1934"
"8393","Roop Lekha","1962"
"8394","Roop Rupaiya","1968"
"8395","Roop Sundari","1964"
"8396","Roop Sundari","1949"
"8397","Roop Tera Mastana","1972"
"8398","Rootha Na Karo","1970"
"8399","Rorav","2015"
"8400","Roshan Ara","1932"
"8401","Roshni","1949"
"8402","Rosy","2009"
"8403","Roti","1974"
"8404","Roti","1942"
"8405","Roti Kapada Aur Makan","1974"
"8406","Roti Ki Keemat","1990"
"8407","Rough Book","2016"
"8408","Rowdy Rathore","2012"
"8409","Rowdy Rathore 2","2015"
"8410","Roy","2015"
"8411","Royal Commander","1938"
"8412","Royal Mail","1946"
"8413","Royal Mail","1963"
"8414","Royal Utsav","2009"
"8415","Ru Ba Ru","2008"
"8416","Rudaali","1993"
"8417","Rudhramadevi","2015"
"8418","Rudraksh","2004"
"8419","Rukhsana","1955"
"8420","Rukhsat","1988"
"8421","Rukmani Haran","1934"
"8422","Rukmani Swayamvar","1946"
"8423","Rukmini","1939"
"8424","Rules <U+0096> Pyaar Ka Superhit Formula","2003"
"8425","Rum Pum Posshh","2015"
"8426","Run","2002"
"8427","Run","2004"
"8428","Run Bhola Run","2012"
"8429","Run Bhuumi","2015"
"8430","Running Shaadi","2017"
"8431","Runway","2009"
"8432","Rupa","1946"
"8433","Rupa Rani Ramkali","2001"
"8434","Rupaiya","1950"
"8435","Rupaye Das Karod","1991"
"8436","Rupye Ki Kahani","1948"
